|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.002    0.002 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.002    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:613(iinfo)
       20    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:679(min)
       14    0.000    0.000    0.000    0.000 getlimits.py:692(max)
       36    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.002    0.002    0.019    0.019 grapheme_property_group.py:1(<module>)
       95    0.000    0.000    0.000    0.000 grapheme_property_group.py:128(<genexpr>)
     1402    0.001    0.000    0.010    0.000 grapheme_property_group.py:27(get_group)
     1115    0.002    0.000    0.008    0.000 grapheme_property_group.py:34(get_group_ord)
        1    0.000    0.000    0.000    0.000 grapheme_property_group.py:42(ContainerNode)
      425    0.000    0.000    0.002    0.000 grapheme_property_group.py:46(__init__)
     3337    0.002    0.000    0.002    0.000 grapheme_property_group.py:50(_set_min_max)
 2912/437    0.005    0.000    0.013    0.000 grapheme_property_group.py:55(add)
8187/1045    0.007    0.000    0.007    0.000 grapheme_property_group.py:67(get_value)
        1    0.000    0.000    0.000    0.000 grapheme_property_group.py:7(GraphemePropertyGroup)
      841    0.002    0.000    0.007    0.000 grapheme_property_group.py:73(_add_child)
     1266    0.001    0.000    0.003    0.000 grapheme_property_group.py:83(_sorted)
     3785    0.001    0.000    0.001    0.000 grapheme_property_group.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 grapheme_property_group.py:87(LeafNode)
      438    0.000    0.000    0.000    0.000 grapheme_property_group.py:88(__init__)
       77    0.000    0.000    0.000    0.000 grapheme_property_group.py:94(get_value)
        1    0.000    0.000    0.018    0.018 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:598(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:633(BaseGroupBy)
        1    0.000    0.000    0.002    0.002 groupby.py:851(GroupBy)
        1    0.000    0.000    0.001    0.001 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:435(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:75(_PaddedFile)
        1    0.000    0.000    0.011    0.011 hashing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.023    0.023 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.022    0.022 hook_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hook_manager.py:102(<listcomp>)
        1    0.000    0.000    0.000    0.000 hook_manager.py:12(buffered_hook_manager)
        1    0.000    0.000    0.000    0.000 hook_manager.py:138(gen_header)
     1001    0.007    0.000    0.008    0.000 hook_manager.py:27(flush_buffers)
        1    0.000    0.000    0.000    0.000 hook_manager.py:61(Hook)
        2    0.000    0.000    0.000    0.000 hook_manager.py:62(__init__)
        2    0.000    0.000    0.000    0.000 hook_manager.py:74(get_hook_for)
        1    0.000    0.000    0.000    0.000 hook_manager.py:79(install)
        2    0.000    0.000    0.000    0.000 hook_manager.py:80(get_all_loggers)
        1    0.000    0.000    0.000    0.000 hook_manager.py:82(<genexpr>)
        1    0.000    0.000    0.000    0.000 hook_manager.py:91(<genexpr>)
        1    0.000    0.000    0.000    0.000 hook_manager.py:94(<dictcomp>)
        3    0.000    0.000    0.000    0.000 hook_manager.py:95(<genexpr>)
        1    0.000    0.000    0.000    0.000 hook_manager.py:97(uninstall)
        1    0.000    0.000    0.001    0.001 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:169(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:592(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:713(_LxmlFrameParser)
        1    0.000    0.000    0.001    0.001 human_count.py:1(<module>)
        1    0.000    0.000    0.000    0.000 human_count.py:47(HumanCount)
        1    0.000    0.000    0.000    0.000 human_duration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 human_duration.py:57(HumanDuration)
        1    0.000    0.000    0.000    0.000 human_throughput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 human_throughput.py:44(HumanThroughput)
        1    0.000    0.000    0.010    0.010 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:257(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:313(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:323(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        2    0.000    0.000    0.018    0.009 indexing.py:1(<module>)
     1000    0.006    0.000    0.106    0.000 indexing.py:1059(__getitem__)
        1    0.000    0.000    0.000    0.000 indexing.py:1096(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:134(IndexingMixin)
     1000    0.002    0.000    0.002    0.000 indexing.py:139(iloc)
        1    0.000    0.000    0.000    0.000 indexing.py:1437(_iLocIndexer)
     1000    0.003    0.000    0.095    0.000 indexing.py:1592(_getitem_axis)
     1000    0.006    0.000    0.089    0.000 indexing.py:1629(_get_slice_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:2361(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2400(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2445(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
     1000    0.001    0.000    0.001    0.000 indexing.py:2643(need_slice)
     1000    0.003    0.000    0.004    0.000 indexing.py:2656(check_deprecated_indexers)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:655(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:87(_IndexSlice)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
     1000    0.001    0.000    0.002    0.000 inference.py:102(is_file_like)
     2017    0.002    0.000    0.003    0.000 inference.py:325(is_hashable)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1015(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1047(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1061(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:367(BaseInfo)
        1    0.000    0.000    0.000    0.000 info.py:450(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:526(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:589(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:607(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:688(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:731(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:787(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:838(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:856(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:949(DataFrameTableBuilderVerbose)
       10    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        6    0.000    0.000    0.000    0.000 inspect.py:1872(_signature_get_user_defined_method)
        4    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
        2    0.000    0.000    0.000    0.000 inspect.py:1964(_signature_bound_method)
        2    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
        2    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
     1008    0.015    0.000    0.042    0.000 inspect.py:2276(_signature_from_function)
1010/1008    0.010    0.000    0.061    0.000 inspect.py:2371(_signature_from_callable)
      896    0.000    0.000    0.001    0.000 inspect.py:2406(<lambda>)
     3003    0.008    0.000    0.014    0.000 inspect.py:2630(__init__)
     4717    0.001    0.000    0.001    0.000 inspect.py:2680(name)
     1081    0.000    0.000    0.000    0.000 inspect.py:2684(default)
     2879    0.001    0.000    0.001    0.000 inspect.py:2692(kind)
      453    0.001    0.000    0.003    0.000 inspect.py:2696(replace)
        8    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
     2018    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
       14    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
     1983    0.010    0.000    0.014    0.000 inspect.py:2913(__init__)
     3541    0.002    0.000    0.003    0.000 inspect.py:2962(<genexpr>)
     1008    0.001    0.000    0.063    0.000 inspect.py:2991(from_callable)
     1011    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
      973    0.002    0.000    0.007    0.000 inspect.py:3007(replace)
       14    0.000    0.000    0.000    0.000 inspect.py:3043(_bind)
       14    0.000    0.000    0.000    0.000 inspect.py:3174(bind)
        2    0.000    0.000    0.000    0.000 inspect.py:3199(__str__)
     1008    0.001    0.000    0.064    0.000 inspect.py:3245(signature)
        2    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
     1010    0.004    0.000    0.008    0.000 inspect.py:612(unwrap)
     1906    0.001    0.000    0.002    0.000 inspect.py:632(_is_wrapper)
     1008    0.003    0.000    0.004    0.000 inspect.py:66(get_annotations)
       28    0.001    0.000    0.002    0.000 inspect.py:744(cleandoc)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:14(IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:159(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:166(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:173(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:180(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:187(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:194(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:201(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:208(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:62(IntegerArray)
        1    0.000    0.000    0.127    0.127 internal.py:1(<module>)
        1    0.000    0.000    0.120    0.120 internal.py:11(__create_spinners)
        1    0.000    0.000    0.000    0.000 internal.py:117(__create_themes)
        3    0.000    0.000    0.000    0.000 internal.py:7(_filter)
        3    0.000    0.000    0.000    0.000 internal.py:8(<dictcomp>)
        1    0.000    0.000    0.008    0.008 internal.py:95(__create_bars)
        2    0.000    0.000    0.021    0.010 interval.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:147(IntervalIndex)
        1    0.000    0.000    0.002    0.002 interval.py:180(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:40(make_invalid_op)
       13    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 jupyter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.004    0.004 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        4    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        4    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        4    0.000    0.000    0.000    0.000 locale.py:587(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.009    0.009 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    6.877    6.877 main.py:1(<module>)
     1000    0.126    0.000    5.404    0.005 main.py:12(get_points)
        1    0.021    0.021    5.600    5.600 main.py:50(main)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
     1000    0.004    0.000    0.006    0.000 managers.py:1061(from_blocks)
     5000    0.014    0.000    0.043    0.000 managers.py:1143(iget_values)
     5000    0.004    0.000    0.022    0.000 managers.py:172(blknos)
     1000    0.002    0.000    0.004    0.000 managers.py:1846(is_consolidated)
     1000    0.002    0.000    0.003    0.000 managers.py:1854(_consolidate_check)
     1000    0.002    0.000    0.006    0.000 managers.py:1864(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 managers.py:1879(SingleBlockManager)
     5000    0.002    0.000    0.002    0.000 managers.py:188(blklocs)
     1000    0.009    0.000    0.101    0.000 managers.py:2182(create_block_manager_from_column_arrays)
     5000    0.009    0.000    0.015    0.000 managers.py:2237(_grouping_func)
     1000    0.026    0.000    0.085    0.000 managers.py:2253(_form_blocks)
     1000    0.017    0.000    0.019    0.000 managers.py:2305(_stack_arrays)
     1000    0.001    0.000    0.001    0.000 managers.py:238(items)
     1000    0.001    0.000    0.001    0.000 managers.py:2433(_using_copy_on_write)
     1000    0.012    0.000    0.121    0.000 managers.py:301(apply)
     1000    0.001    0.000    0.001    0.000 managers.py:330(<dictcomp>)
     1000    0.005    0.000    0.126    0.000 managers.py:497(to_native_types)
        1    0.000    0.000    0.000    0.000 managers.py:92(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:987(BlockManager)
     3000    0.002    0.000    0.002    0.000 managers.py:997(__init__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.012    0.012 masked.py:1(<module>)
        1    0.000    0.000    0.001    0.001 masked.py:92(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.019    0.019 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1707(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1793(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:605(_MergeOperation)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:118(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:122(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:16(_get_method_wrappers)
        2    0.000    0.000    0.008    0.004 methods.py:48(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:68(<genexpr>)
        2    0.000    0.000    0.008    0.004 methods.py:73(_create_methods)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
     3000    0.003    0.000    0.108    0.000 missing.py:108(isna)
     3000    0.016    0.000    0.105    0.000 missing.py:191(_isna)
     2000    0.019    0.000    0.045    0.000 missing.py:268(_isna_array)
     1000    0.003    0.000    0.019    0.000 missing.py:309(_isna_string_dtype)
        4    0.000    0.000    0.000    0.000 missing.py:834(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.002    0.002 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:111(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:150(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:191(names_compat)
        1    0.000    0.000    0.002    0.002 multi.py:210(MultiIndex)
        1    0.000    0.000    0.205    0.205 multiarray.py:1(<module>)
     6001    0.003    0.000    0.003    0.000 multiarray.py:1079(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:152(concatenate)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.010    0.010 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1029(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:106(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:107(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1644(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:397(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:462(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:74(disallow)
       11    0.000    0.000    0.001    0.000 nanops.py:75(__init__)
       29    0.000    0.000    0.001    0.000 nanops.py:77(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        1    0.000    0.000    0.000    0.000 non_tty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 non_tty.py:5(get_from)
        1    0.000    0.000    0.000    0.000 non_tty.py:6(cols)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.060    0.060 ntpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        4    0.000    0.000    0.030    0.007 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:150(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:219(NumericArray)
        6    0.000    0.000    0.000    0.000 numeric.py:2536(extend_all)
     1000    0.013    0.000    0.113    0.000 numeric.py:282(_format_native_types)
     6000    0.023    0.000    0.087    0.000 numeric.py:290(full)
        1    0.000    0.000    0.000    0.000 numeric.py:350(IntegerIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:368(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:386(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:404(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:47(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:61(ComplexWarning)
        1    0.000    0.000    0.011    0.011 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasArray)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:28(ObjectStringArrayMixin)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:105(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:132(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:220(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:239(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:291(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:385(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:43(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:74(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:90(EWMMeanState)
        3    0.000    0.000    0.014    0.005 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:104(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1118(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:1296(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1342(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1350(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:185(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:205(Op)
        1    0.000    0.000    0.000    0.000 ops.py:361(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:517(Div)
        1    0.000    0.000    0.000    0.000 ops.py:546(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:595(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:611(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 ops.py:718(BaseGrouper)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       20    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       26    0.000    0.000    0.000    0.000 os.py:754(encode)
        4    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.204    0.204 overrides.py:1(<module>)
       82    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       82    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      314    0.002    0.000    0.013    0.000 overrides.py:170(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:216(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:220(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.002    0.000    0.007    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:110(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:146(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:262(FastParquetImpl)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
     2000    0.001    0.000    0.001    0.000 parse.py:103(_noop)
     2000    0.005    0.000    0.005    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
