|████████████████████████████████████████| 1000/1000 [100%] in 5.5s (183.36/s) 
         4889224 function calls (4849928 primitive calls) in 6.827 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      440    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3461    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       23    0.002    0.000    0.002    0.000 {built-in method _imp.create_builtin}
       64    0.032    0.000    0.053    0.001 {built-in method _imp.create_dynamic}
       23    0.001    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
    64/36    0.020    0.000    0.301    0.008 {built-in method _imp.exec_dynamic}
      109    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      525    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3461    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     4000    0.002    0.000    0.002    0.000 {built-in method _json.encode_basestring_ascii}
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       53    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
     1000    0.001    0.000    0.001    0.000 {built-in method _stat.S_ISDIR}
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      114    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1108    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2621    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
     3004    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  826/815    0.017    0.000    0.121    0.000 {built-in method builtins.__build_class__}
   441/34    0.001    0.000    0.905    0.027 {built-in method builtins.__import__}
       98    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
     1009    0.001    0.000    0.002    0.000 {built-in method builtins.all}
     4691    0.002    0.000    0.003    0.000 {built-in method builtins.any}
     4340    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      420    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      100    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       18    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
    465/1    0.005    0.000    6.877    6.877 {built-in method builtins.exec}
    89401    0.026    0.000    0.026    0.000 {built-in method builtins.getattr}
      397    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
    39992    0.014    0.000    0.014    0.000 {built-in method builtins.hasattr}
82783/82597    0.016    0.000    0.016    0.000 {built-in method builtins.hash}
     2924    0.001    0.000    0.001    0.000 {built-in method builtins.id}
322499/317499    0.124    0.000    0.234    0.000 {built-in method builtins.isinstance}
    22083    0.009    0.000    0.011    0.000 {built-in method builtins.issubclass}
      582    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
103513/87126    0.038    0.000    0.048    0.000 {built-in method builtins.len}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1972    0.004    0.000    0.005    0.000 {built-in method builtins.max}
     2534    0.002    0.000    0.002    0.000 {built-in method builtins.min}
  421/398    0.000    0.000    0.003    0.000 {built-in method builtins.next}
     1749    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
   119456    0.114    0.000    0.119    0.000 {built-in method builtins.print}
       77    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
     8014    0.010    0.000    0.010    0.000 {built-in method builtins.round}
    11024    0.004    0.000    0.005    0.000 {built-in method builtins.setattr}
     1282    0.002    0.000    0.002    0.000 {built-in method builtins.sorted}
    13144    0.007    0.000    0.010    0.000 {built-in method builtins.sum}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1321    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       96    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      440    0.011    0.000    0.011    0.000 {built-in method io.open_code}
     4004    0.224    0.000    0.233    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      440    0.064    0.000    0.064    0.000 {built-in method marshal.loads}
        5    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
     1000    0.006    0.000    0.006    0.000 {built-in method numpy.arange}
     3120    0.029    0.000    0.031    0.000 {built-in method numpy.array}
10000/9000    0.023    0.000    0.037    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
     6002    0.024    0.000    0.024    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
    14001    0.037    0.000    0.037    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
     1000    0.016    0.000    0.016    0.000 {built-in method pandas._libs.missing.isnaobj}
     1000    0.001    0.000    0.001    0.000 {built-in method pandas._libs.writers.word_len}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
     5447    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       64    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        8    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
    22703    0.134    0.000    0.144    0.000 {built-in method posix.stat}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       57    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
     1010    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     1117    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       11    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       16    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.tzset}
     1651    0.000    0.000    0.000    0.000 {built-in method unicodedata.east_asian_width}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f2a8c3e43a0}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f2a8c3a1bd0}
      327    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
     2444    0.104    0.000    0.104    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     2606    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
       31    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
     1000    0.009    0.000    0.018    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      153    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    98540    0.029    0.000    0.029    0.000 {method 'append' of 'list' objects}
     3000    0.021    0.000    0.021    0.000 {method 'astype' of 'numpy.ndarray' objects}
    31000    0.005    0.000    0.005    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
     1000    0.045    0.000    0.045    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     4002    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       19    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     2006    0.001    0.000    0.001    0.000 {method 'end' of 're.Match' objects}
    10256    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
   112422    0.024    0.000    0.025    0.000 {method 'extend' of 'list' objects}
     1000    0.003    0.000    0.003    0.000 {method 'fill' of 'numpy.ndarray' objects}
      463    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      410    0.018    0.000    0.018    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     1077    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     7341    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
      333    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     1000    0.016    0.000    0.028    0.000 {method 'get_slice' of 'pandas._libs.internals.BlockManager' objects}
    45461    0.007    0.000    0.007    0.000 {method 'getrandbits' of '_random.Random' objects}
      152    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
   205000    0.068    0.000    0.079    0.000 {method 'index' of 'list' objects}
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
     1006    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
     3150    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
     1706    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
     3300    0.003    0.000    0.003    0.000 {method 'items' of 'dict' objects}
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
   130342    0.039    0.000    0.040    0.000 {method 'join' of 'str' objects}
     1031    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
     9298    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
      942    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
